file,label,cell,source,speaker_id,duration_s
accents\real\en_native\cv_en_000029.wav,real,en_native,common_voice_17_0,915e8190f7466eb7dfa8ef0ba063d989bc393dec25d34ce44fe02613fa6ac24e3c9ca8d679b808ce6bd10dc8a144109aee67b2f7015dbb392d758e4faf9fccc8,5.724
accents\real\en_foreign\cv_en_000030.wav,real,en_foreign,common_voice_17_0,cc60caaab91caa8f5ba2cdc8c8c5005407aa52af32902de033954ce68bd8604e1ebbf0adea87cfc5e7d2d7b164c53d8cb8820fe00176c7a969e93221946d21d1,6.456
accents\real\en_native\cv_en_000031.wav,real,en_native,common_voice_17_0,a69b78a5b405ec7ecbc99ce1b2a7c8d6a27d871eaabfa4217f9b59125c9a0f77503f07218d5ec5f14a6da2006ddf8e3af363ce4d017b468d0a7428dc2ff30d66,5.928
accents\real\en_foreign\cv_en_000032.wav,real,en_foreign,common_voice_17_0,bcee1c5d2751ed387e568a53144b65510b083d827acd2915fe4e6b9ec2fd673f3edc52f7ae0d16ec144c56aacdd88b08c0f3dc88c4ca4436d6a4233f25af6f06,4.776
accents\real\en_native\cv_en_000033.wav,real,en_native,common_voice_17_0,5010b63eacf8b5e53da43a53c40df713e3fb16b994fea8f231b1d4f1b4a04e62feda49377578d60be46e0f049e719bcabbd4255091285f101641f66bcece2321,3.888
accents\real\en_native\cv_en_000034.wav,real,en_native,common_voice_17_0,f95c9f478228e092e2955d5f9ac7f3ed04e8e3d6dae1cde6bb7ff2906bd5196e116ed863adfbbe02dd7c2012665a5d5d3f85d447a1c9cc58d293eeded5ee1763,2.784
accents\real\en_foreign\cv_en_000035.wav,real,en_foreign,common_voice_17_0,d27d1751fc5e95833d58c885e325e2b4128cda5e417ba52df950d02ad2a2d05ea9c85065ccaca23d140093d0f4c6b725f27e229adbb63ca57d7cdf4eaa393895,6.504
accents\real\en_foreign\cv_en_000036.wav,real,en_foreign,common_voice_17_0,732be4b6f7aad120e413979d71c4e5974b04e8deae48af82a0f4d80af248a86ca760e6f1c7b447ec15c319122ab1622139e06633d7b32cc454198183db92fe3b,6.192
accents\real\en_native\cv_en_000037.wav,real,en_native,common_voice_17_0,05bfb787a2fe71560f433afa69df0e5af51b561e188c113ff22b11697722e96fd4f63dbcf2cb37e1decbcb27805d2cd4c064e9071ae06be20d3c3f087292c456,3.984
accents\real\en_native\cv_en_000038.wav,real,en_native,common_voice_17_0,3624350a77945245cdeae1d4f61878ccb725b1b62904ea746b5a81527b827ba905a71394faeee3807dcb53256eeef70bd5abdd9ff0cd53707f1eaee126f17f2a,3.264
accents\real\en_foreign\cv_en_000039.wav,real,en_foreign,common_voice_17_0,a7ed9304a14df702cdef85a96308592c0c81eca81e82cdd65da5e13ba6d5689d4318d0e7459b51d5cd0ef3edadc0244cc2e80e605ee7171c8782e0ab719d9d3f,4.356
accents\real\en_foreign\cv_en_000040.wav,real,en_foreign,common_voice_17_0,41a8056f9a379f859cd0e169f447778f00a2d5dd086ce6068a0ead6b6cc64d738a31d86c3bf74d70e3c6d362c4e588cb6d5c0f0e1fba8300d644a71697883861,5.688
accents\real\en_foreign\cv_en_000041.wav,real,en_foreign,common_voice_17_0,56495deedf1921c65d048c7d00922383cfe43845889ecbe62fc92e3a5e010c0f00519a19932d8cff2ec7f93db1b8a68cf5fa4b6e75381b009f3a5bf3b75edd73,7.224
accents\real\en_foreign\cv_en_000042.wav,real,en_foreign,common_voice_17_0,7941a7aa7b4513f69fc3f64438ca1c226612aabbfad0f7c517f343bc9106deb28375a2cd0a5b655419982b760de51c62d9b4d559e4bde09312640b431be2399e,7.452
accents\real\en_native\cv_en_000043.wav,real,en_native,common_voice_17_0,1bba4c1acc280ff1ecff98e0886c6ea65795e65d3f3234fb1fc2aae4c9d8ec40cfca77ab4c108aa343bfa93ad147dfabb2fc52b60cacba353bbcb6719af1c386,5.328
accents\real\en_foreign\cv_en_000044.wav,real,en_foreign,common_voice_17_0,8e113a62d59ae29f19f0e423fbcf978aaa9eefc16913ce4901b0aa105ff590bb7c6ea13da0c5583c0772d6905c0a964d355e8667edd35c7a08442c2312439d79,6.408
accents\real\en_native\cv_en_000045.wav,real,en_native,common_voice_17_0,17b4b7a72bc021668abea07a6c2cca028fd4214184292482fb63594c61c665b63bcbc2c94d6bad9d6e35d676865ed5c766b9ce9cba4cb7b7093f805be98df5a9,8.472
accents\real\en_foreign\cv_en_000046.wav,real,en_foreign,common_voice_17_0,372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8,6.696
accents\real\en_foreign\cv_en_000047.wav,real,en_foreign,common_voice_17_0,8495f5326051eb530abe7c370303d3850f0492003f62e73d7e758b9c06238337eaeb31f5aefad904006ba8d04b17174a2f2610ebd41c2e73dddfe443fd7e4ddf,1.800
accents\real\en_foreign\cv_en_000048.wav,real,en_foreign,common_voice_17_0,b9f903216f73c57f8fb7e9dcf0c8fa1c603e8b1d1c500db689114fe276c633a7819ca6e0a1381ad75970b95f0e080321ef3ceb0ce4daa48a7e1b2ae860759fbf,6.288
accents\real\en_native\cv_en_000049.wav,real,en_native,common_voice_17_0,8449194e8b74b81d761d7a3786cdd5d099aff4f33737c7f476edf3435c3eb483ff6d6515d153c7cfb9193821f01a3a0bd6b049740b029acd7b1488df9bd579d8,6.984
accents\real\en_foreign\cv_en_000050.wav,real,en_foreign,common_voice_17_0,8efadf989d3ad6ea5165b64bf021c1b6eb08f99d7781f308929bc67a2e748923fdb1446cb9c11237b5ab09e33b073b6d8dc81aa1de9c32637a51a4c26579c66a,4.824
accents\real\en_native\cv_en_000051.wav,real,en_native,common_voice_17_0,781d60023bd16480b54d2b16791e1dd7d496206e3bc81a91e82b83558b6bd910ee70afe4723358acfd99fe5be98a811328b897d20b57ff8380731895ed711b43,4.344
accents\real\en_foreign\cv_en_000052.wav,real,en_foreign,common_voice_17_0,acb50eda793a4c57ec50626b37c3c11a686697d4678f3cb81b247fab9c02b5ebb9279638c9a8ce453f1dcb12e8384e0b64ff322b481b7ecdf99d719078ee4512,5.076
accents\real\en_foreign\cv_en_000053.wav,real,en_foreign,common_voice_17_0,32b6312b962c9aff78cd6b72367879baf1462c9b9917259aec48904cfe2bdcdda58671d7c509a9d5905d522fb7e684836ceb174d34e474fb68a8232a10be11a6,3.984
accents\real\en_native\cv_en_000054.wav,real,en_native,common_voice_17_0,bddbe878ccece9192015412e01c912f20ef3f2de70cc0f986daedfde3ed29730e6e61355d52077ba9156dd9be45579afb444b4631711e3832966f3502b9119a3,2.856
accents\real\en_foreign\cv_en_000055.wav,real,en_foreign,common_voice_17_0,6e1f0efeaee7d1674d13d7681b76bbf462f696fe131a70f7ce9f328928fe0b8300cd8ad80cc9340455e4d4c1861b01dcb2b3e0940aaba635ef259a55b4262bc5,5.508
accents\real\en_native\cv_en_000056.wav,real,en_native,common_voice_17_0,d4e591b347d7705034b844ccc668be0368b5e352ae553a75f4e44d9651b5fe8f57e291a5eec19f60e0d2b227ced5029974634bb172352e95b8cb56ffca59e41f,5.040
accents\real\en_foreign\cv_en_000057.wav,real,en_foreign,common_voice_17_0,781185d0855b0f56bf672c6c570d3445a5f86cf4b002e835a7148f1d481d5df6ef30e9a97f1e769b419a66ac22a61affa16ff13691cc45efa6f3144f013c7434,5.184
accents\real\en_foreign\cv_en_000058.wav,real,en_foreign,common_voice_17_0,ab43bbde8dd98948b7e6b8393d966519e92744fd96172349c9d20cd1247a67a9e41415818b1ab8f0c456d23244cf15a1188a078707b96a3a8476783890c4a42f,6.696
accents\real\en_native\cv_en_000059.wav,real,en_native,common_voice_17_0,b94e2e771178b8201f5058eb15bab83231aaa0c9a21d0e18ac59b14e8b98499bc4875bfcf3478bc38d49ff850f4245db12dd78258e4e9542cb9f18f42cea4758,3.528
accents\real\en_foreign\cv_en_000060.wav,real,en_foreign,common_voice_17_0,27ba59fbd95e2ed09876da1bf896f8f96590da68b30bfd5f0d67e59f7bce89cb58c6c0a9d435e51e901ae253905df796f3c34f897b1fdf415996189021a23bd7,6.432
accents\real\en_foreign\cv_en_000061.wav,real,en_foreign,common_voice_17_0,c0e7070c60e261a9567298aa284b203a0506a74bf0dac1ebb0e779817f324580bac65e94235a7217ebb5e9e3ec62d900a86bf9dd3fa913c391247a2fba90c34b,1.392
accents\real\en_foreign\cv_en_000062.wav,real,en_foreign,common_voice_17_0,e44b08b14987a8824cac489d7e0266999bbb714539bf3976d9764273c58e1f47cdc6ff9c44068f058ea17712808b21712667a9556f577030c0d599251e15cd7c,1.920
accents\real\en_foreign\cv_en_000063.wav,real,en_foreign,common_voice_17_0,cbeae2c03dab0460ad75b3d4233ee944e95534f0feacbd491d4356ad0c98b8cd9d159b69b9e9aa6db2e237cb1762c1092c44c7890fa0e9200f61173e90c7b5f7,7.872
accents\real\en_native\cv_en_000064.wav,real,en_native,common_voice_17_0,6c7fd95b539c27e16d89307ce19662a678ca0f6b0d1e7a202a3837d0bad5de5cba221fe789c7c59049560190895fd93a04605356e6af47596ece85e04a0f725d,2.520
accents\real\en_foreign\cv_en_000065.wav,real,en_foreign,common_voice_17_0,5ac57bbeb07c32519442ea33d65a3e917e4d0b3e342d870171c571f97001e080bc40856363c7b87bb8c12afbe45be4b116c0816f97b2eac707bb27fe50a4ca74,6.792
accents\real\en_foreign\cv_en_000066.wav,real,en_foreign,common_voice_17_0,63a4e47b6d3cfd98330c334e868d3c41685834cfec2c5c38865472410ca2fe8e204cf0758be426b09c7785bddf1354610f63dd1d2ef4e4eac6e23e1455235417,8.100
accents\real\en_foreign\cv_en_000067.wav,real,en_foreign,common_voice_17_0,c09a636a7a50c3f5272a8f094aac345f8f49c357acbd77ba59267d9b9014452542020c471a824733e54d4f80abead0ba553e914b8fd068884d7a20a62fedba8f,5.736
accents\real\en_native\cv_en_000068.wav,real,en_native,common_voice_17_0,703bbbe4832fd43372c38f728ece0d73e5a236ee75dc84e98c85754e83e2cac7cb6abd8191f0979124d0ba7b4edc11ca6eeea04668f6394c610da1c43ee3526f,3.168
accents\real\en_foreign\cv_en_000069.wav,real,en_foreign,common_voice_17_0,a1e7fcc70c9f31b6eb8e9bbfcc7d0fa322f45bcf0c1d2201fe29a4018aa231027f4477263a3686dc59ea3ce1bf0dcfbdeaf5f5383fba83ea71f0fa129fe03de5,4.512
accents\real\en_foreign\cv_en_000070.wav,real,en_foreign,common_voice_17_0,fcffb37fddeaa6cbdda86f7d25e57e69c00d260fc22caae90b91c1b7b818a12e26e77c8ebe42dd53b76031a9662564f17ca23ef8ae743fc3aefc9da6bf182acd,4.488
accents\real\en_native\cv_en_000071.wav,real,en_native,common_voice_17_0,f4515060e7f480a24c0778e8f3d5d1d286ed616552851a6c3c9c6aee7303d249fbffd910c70869b7620fc33b38c8b618b934eeea78ef4cde3c1be1566b44501e,3.600
accents\real\en_foreign\cv_en_000072.wav,real,en_foreign,common_voice_17_0,dd19cf19ebf1de1608fc82002902a7b5ed3d6a661aee43fb7ead0ecd4d91ab28d9f4898c0ae0db469b9988981a46f5f23d72487587d043bfdace9bf9043329c5,3.996
accents\real\en_foreign\cv_en_000073.wav,real,en_foreign,common_voice_17_0,65ebfd79f95dcefe4aa8c29146f1e00ccb90ff70fda443b5b819b68985dbd02c9880ed00b80b3c175bb2909bae550beb2b2633a24cbdd10cad66a3791a637075,3.432
accents\real\en_foreign\cv_en_000074.wav,real,en_foreign,common_voice_17_0,8320836f6f56d8a3d2aed0cddfbac5b2c00d055b009a8cbd75f0f07d5d590b4a381bcdd19b4434eacf10f6cee4afe0d2c78c7db6895a7eccce48c2ace1f5d636,2.136
accents\real\en_native\cv_en_000075.wav,real,en_native,common_voice_17_0,b945bb532519b19e7981a32662629c70f8a84f637ac59859aa83ffcf5d5c30b594143546d8ae35ccb24c5ad78158ee4dd81cb7ab72054035eca20e208aeaf2eb,6.048
accents\real\en_native\cv_en_000076.wav,real,en_native,common_voice_17_0,c4215a63594a310a1f1003e4cc4a990ad4c7475e8cb46582a77860e27dc59993062e0d817ccd56b5eea9c8f436b1ab5140e7b4a616264571c5836dfd87080ca9,4.896
accents\real\en_foreign\cv_en_000077.wav,real,en_foreign,common_voice_17_0,435748798748fbc106ff341342c9172ade1420827f0752df53cc22c47b5283e65aff0007f476832d28d03a42b635b14c86576b0044b3d253a4d8b82f5d89a0f3,4.608
accents\real\en_foreign\cv_en_000078.wav,real,en_foreign,common_voice_17_0,b3f849bbd51446c8a79ff6e117f49ae22b901e60bf5f4304619342e096e287125c9d56653f7eba3b3bf0732ad937fcac4508ad62062795387211f91a01c82e63,5.868
accents\real\en_foreign\cv_en_000079.wav,real,en_foreign,common_voice_17_0,63a4e47b6d3cfd98330c334e868d3c41685834cfec2c5c38865472410ca2fe8e204cf0758be426b09c7785bddf1354610f63dd1d2ef4e4eac6e23e1455235417,7.236
accents\real\en_foreign\cv_en_000080.wav,real,en_foreign,common_voice_17_0,552a6da5da28fc3d51e5fadc6bc749cb12888b8ce1a2266c86399fa9b4c65dbe0721b681c33ec8985e6ce101e383c67a8dfcf252929c79a847b0d52bbbf31c00,3.936
accents\real\en_foreign\cv_en_000081.wav,real,en_foreign,common_voice_17_0,726fa8b0d014207213a45e30df4326fcb4409aa39613bfdd7838aced84e9f279f1260588a9a197c4ecc08ba4053a4ffd9a662c17085f16822fb3fb898b6fc3a9,5.400
accents\real\en_native\cv_en_000082.wav,real,en_native,common_voice_17_0,f5fb3eedb54fb62d99a7b0bd5de93aa01af316aaa4675a8d138fc640d8ad13127b983a481f3c2e1ec53365c4650ba518e8e5b45956fac1030764f949d054cf00,2.160
accents\real\en_foreign\cv_en_000083.wav,real,en_foreign,common_voice_17_0,75ace81b02a8a79e9d164861e331649517f97b12b751d263e15660a2858db9504f10a07805196d295db788e6284d4252690dbc9bf75e9d4a80dfae33de8a371a,6.624
accents\real\en_foreign\cv_en_000084.wav,real,en_foreign,common_voice_17_0,8b055f65315c042b0dc093061ad8b072da912d6d3121b764ac0380dc94efa7d668d5a6455ed1d154a7d4c2f80f3b08a75aea28d3d5aa33b262514319d56f68d3,6.456
accents\real\en_foreign\cv_en_000085.wav,real,en_foreign,common_voice_17_0,6da09a0f14894079b9496cc78fbc5f8b636c58169a3cdade4941a2da73d3907e99c8e9682e45bb3cb58b2e15c904bd1d1827915dca2436ff77b4ad540cfdcd81,7.056
accents\real\en_native\cv_en_000086.wav,real,en_native,common_voice_17_0,0eca8b7df607c816e2d9c8d2f31af04333d02214b0f5ff3f09d33739ccfcfd5cbab27556be3c01c8283fbfabfb20e3a7cbf3c68b2c486b91080bcc26e49456cb,3.672
accents\real\en_native\cv_en_000087.wav,real,en_native,common_voice_17_0,e0b7d7e4c71c7950805d23c4619f67d03166136ad4a186cee47fb91ad6d107ba7042b734e7d03ea8153c9d72b79333546dbc98e85408b608e5ef88fbae567294,5.304
accents\real\en_foreign\cv_en_000088.wav,real,en_foreign,common_voice_17_0,57d9be2eeda5fbaad0290c45f4e95813da95e09633d5fd84df35a758151788abec644a351cdf610c7b792561d1db0ac6f122dbc94404646941967bd6f0befd44,4.752
